orders,productid,discounts,views_per_hour_prev_day,online_adv_prev_day,rain,temperature,day
17,80,0.23,151,3,1,4.91,2017-02-17
12,81,0.18,166,2,1,4.91,2017-02-17
12,82,0.17,346,6,1,4.91,2017-02-17
15,83,0.09,94,5,1,4.91,2017-02-17
14,84,0.15,252,5,1,4.91,2017-02-17
21,85,0.21,492,1,1,4.91,2017-02-17
11,86,0.09,230,5,1,4.91,2017-02-17
16,87,0.12,487,3,1,4.91,2017-02-17
26,88,0.16,464,9,1,4.91,2017-02-17
23,89,0.12,271,10,1,4.91,2017-02-17
11,90,0.13,624,10,1,4.91,2017-02-17
12,91,0.12,245,2,1,4.91,2017-02-17
2,92,0.17,636,10,1,4.91,2017-02-17
15,93,0.14,586,9,1,4.91,2017-02-17
7,94,0.16,349,9,1,4.91,2017-02-17
20,95,0.21,382,1,1,4.91,2017-02-17
11,96,0.19,482,6,1,4.91,2017-02-17
11,97,0.15,935,1,1,4.91,2017-02-17
5,98,0.09,305,6,1,4.91,2017-02-17
6,99,0.09,694,4,1,4.91,2017-02-17
14,100,0.16,464,10,1,4.91,2017-02-17
21,1,0.19,913,6,0,0.91,2017-02-18
16,2,0.19,951,8,0,0.91,2017-02-18
17,3,0.13,487,9,0,0.91,2017-02-18
5,4,0.23,420,1,0,0.91,2017-02-18
20,5,0.15,414,6,0,0.91,2017-02-18
15,6,0.13,929,9,0,0.91,2017-02-18
19,7,0.11,759,9,0,0.91,2017-02-18
14,8,0.16,62,9,0,0.91,2017-02-18
16,9,0.16,971,9,0,0.91,2017-02-18
21,10,0.1,418,6,0,0.91,2017-02-18
15,11,0.15,892,8,0,0.91,2017-02-18
18,12,0.23,582,8,0,0.91,2017-02-18
15,13,0.18,943,2,0,0.91,2017-02-18
13,14,0.17,185,2,0,0.91,2017-02-18
12,15,0.12,158,10,0,0.91,2017-02-18
8,16,0.16,705,9,0,0.91,2017-02-18
14,17,0.2,355,10,0,0.91,2017-02-18
13,18,0.13,126,2,0,0.91,2017-02-18
14,19,0.16,623,1,0,0.91,2017-02-18
6,20,0.18,276,8,0,0.91,2017-02-18
12,21,0.15,711,1,0,0.91,2017-02-18
13,22,0.19,495,6,0,0.91,2017-02-18
15,23,0.14,74,5,0,0.91,2017-02-18
19,24,0.14,362,8,0,0.91,2017-02-18
12,25,0.12,426,3,0,0.91,2017-02-18
11,26,0.19,177,4,0,0.91,2017-02-18
17,27,0.11,840,6,0,0.91,2017-02-18
16,28,0.18,225,6,0,0.91,2017-02-18
12,29,0.17,751,10,0,0.91,2017-02-18
8,30,0.16,705,8,0,0.91,2017-02-18
12,31,0.2,862,10,0,0.91,2017-02-18
20,32,0.18,282,9,0,0.91,2017-02-18
16,33,0.21,817,6,0,0.91,2017-02-18
8,34,0.13,195,3,0,0.91,2017-02-18
10,35,0.21,727,2,0,0.91,2017-02-18
15,36,0.17,685,5,0,0.91,2017-02-18
16,37,0.14,355,8,0,0.91,2017-02-18
17,38,0.16,338,7,0,0.91,2017-02-18
22,39,0.13,558,4,0,0.91,2017-02-18
27,40,0.16,192,4,0,0.91,2017-02-18
9,41,0.22,857,8,0,0.91,2017-02-18
10,42,0.2,430,10,0,0.91,2017-02-18
7,43,0.15,198,8,0,0.91,2017-02-18
10,44,0.16,510,1,0,0.91,2017-02-18
20,45,0.18,889,6,0,0.91,2017-02-18
16,46,0.18,1011,2,0,0.91,2017-02-18
19,47,0.19,518,3,0,0.91,2017-02-18
12,48,0.16,480,1,0,0.91,2017-02-18
14,49,0.15,255,5,0,0.91,2017-02-18
19,50,0.14,647,2,0,0.91,2017-02-18
8,51,0.16,698,3,0,0.91,2017-02-18
11,52,0.18,93,8,0,0.91,2017-02-18
25,53,0.18,165,3,0,0.91,2017-02-18
11,54,0.12,354,5,0,0.91,2017-02-18
24,55,0.17,909,8,0,0.91,2017-02-18
26,56,0.06,872,3,0,0.91,2017-02-18
8,57,0.18,539,9,0,0.91,2017-02-18
23,58,0.16,207,5,0,0.91,2017-02-18
18,59,0.14,813,10,0,0.91,2017-02-18
2,60,0.18,787,8,0,0.91,2017-02-18
10,61,0.17,77,3,0,0.91,2017-02-18
16,62,0.13,237,7,0,0.91,2017-02-18
13,63,0.18,507,5,0,0.91,2017-02-18
13,64,0.19,491,1,0,0.91,2017-02-18
22,65,0.07,466,9,0,0.91,2017-02-18
10,66,0.18,792,9,0,0.91,2017-02-18
2,67,0.2,265,7,0,0.91,2017-02-18
13,68,0.07,190,10,0,0.91,2017-02-18
10,69,0.15,758,3,0,0.91,2017-02-18
9,70,0.16,923,1,0,0.91,2017-02-18
14,71,0.19,1011,5,0,0.91,2017-02-18
4,72,0.09,86,4,0,0.91,2017-02-18
19,73,0.09,261,8,0,0.91,2017-02-18
17,74,0.17,556,4,0,0.91,2017-02-18
4,75,0.16,440,6,0,0.91,2017-02-18
19,76,0.18,97,7,0,0.91,2017-02-18
10,77,0.2,926,5,0,0.91,2017-02-18
5,78,0.12,991,4,0,0.91,2017-02-18
12,79,0.1,654,9,0,0.91,2017-02-18
7,80,0.11,135,1,0,0.91,2017-02-18
10,81,0.07,176,1,0,0.91,2017-02-18
5,82,0.12,319,4,0,0.91,2017-02-18
19,83,0.19,120,8,0,0.91,2017-02-18
22,84,0.13,245,7,0,0.91,2017-02-18
23,85,0.18,462,1,0,0.91,2017-02-18
13,86,0.2,224,10,0,0.91,2017-02-18
17,87,0.13,489,6,0,0.91,2017-02-18
5,88,0.11,436,8,0,0.91,2017-02-18
7,89,0.11,290,10,0,0.91,2017-02-18
16,90,0.15,603,1,0,0.91,2017-02-18
16,91,0.17,233,3,0,0.91,2017-02-18
26,92,0.2,722,3,0,0.91,2017-02-18
9,93,0.15,572,1,0,0.91,2017-02-18
17,94,0.2,345,7,0,0.91,2017-02-18
17,95,0.17,344,7,0,0.91,2017-02-18
12,96,0.12,511,10,0,0.91,2017-02-18
13,97,0.16,901,9,0,0.91,2017-02-18
16,98,0.12,321,10,0,0.91,2017-02-18
13,99,0.16,693,9,0,0.91,2017-02-18
7,100,0.12,509,7,0,0.91,2017-02-18
12,1,0.24,964,5,0,-0.06,2017-02-19
9,2,0.09,969,9,0,-0.06,2017-02-19
16,3,0.14,493,2,0,-0.06,2017-02-19
10,4,0.17,376,1,0,-0.06,2017-02-19
17,5,0.16,375,7,0,-0.06,2017-02-19
13,6,0.21,976,8,0,-0.06,2017-02-19
18,7,0.15,736,5,0,-0.06,2017-02-19
12,8,0.19,52,1,0,-0.06,2017-02-19
19,9,0.13,991,7,0,-0.06,2017-02-19
23,10,0.16,399,1,0,-0.06,2017-02-19
18,11,0.1,866,9,0,-0.06,2017-02-19
10,12,0.13,588,8,0,-0.06,2017-02-19
10,13,0.17,904,6,0,-0.06,2017-02-19
11,14,0.13,187,10,0,-0.06,2017-02-19
15,15,0.09,144,2,0,-0.06,2017-02-19
9,16,0.22,788,10,0,-0.06,2017-02-19
15,17,0.19,354,10,0,-0.06,2017-02-19
13,18,0.17,131,6,0,-0.06,2017-02-19
5,19,0.17,568,2,0,-0.06,2017-02-19
9,20,0.14,286,9,0,-0.06,2017-02-19
13,21,0.13,744,4,0,-0.06,2017-02-19
8,22,0.2,464,4,0,-0.06,2017-02-19
14,23,0.14,72,4,0,-0.06,2017-02-19
20,24,0.13,351,10,0,-0.06,2017-02-19
11,25,0.21,369,6,0,-0.06,2017-02-19
13,26,0.15,154,2,0,-0.06,2017-02-19
20,27,0.13,796,3,0,-0.06,2017-02-19
20,28,0.23,240,2,0,-0.06,2017-02-19
11,29,0.23,734,10,0,-0.06,2017-02-19
11,30,0.17,688,1,0,-0.06,2017-02-19
21,31,0.12,804,6,0,-0.06,2017-02-19
28,32,0.15,320,3,0,-0.06,2017-02-19
11,33,0.16,860,3,0,-0.06,2017-02-19
8,34,0.12,181,9,0,-0.06,2017-02-19
19,35,0.16,786,3,0,-0.06,2017-02-19
10,36,0.16,655,5,0,-0.06,2017-02-19
19,37,0.19,338,4,0,-0.06,2017-02-19
18,38,0.17,338,7,0,-0.06,2017-02-19
20,39,0.12,550,7,0,-0.06,2017-02-19
17,40,0.18,221,7,0,-0.06,2017-02-19
10,41,0.15,777,5,0,-0.06,2017-02-19
15,42,0.2,370,6,0,-0.06,2017-02-19
10,43,0.1,190,4,0,-0.06,2017-02-19
8,44,0.08,507,6,0,-0.06,2017-02-19
17,45,0.11,946,6,0,-0.06,2017-02-19
13,46,0.12,1001,3,0,-0.06,2017-02-19
21,47,0.18,586,2,0,-0.06,2017-02-19
11,48,0.09,467,5,0,-0.06,2017-02-19
11,49,0.2,271,9,0,-0.06,2017-02-19
16,50,0.15,624,10,0,-0.06,2017-02-19
10,51,0.13,690,10,0,-0.06,2017-02-19
17,52,0.13,78,5,0,-0.06,2017-02-19
25,53,0.11,147,8,0,-0.06,2017-02-19
13,54,0.13,342,8,0,-0.06,2017-02-19
21,55,0.1,861,3,0,-0.06,2017-02-19
21,56,0.23,905,3,0,-0.06,2017-02-19
6,57,0.16,525,4,0,-0.06,2017-02-19
24,58,0.11,183,10,0,-0.06,2017-02-19
18,59,0.18,806,8,0,-0.06,2017-02-19
17,60,0.12,887,1,0,-0.06,2017-02-19
18,61,0.11,91,7,0,-0.06,2017-02-19
19,62,0.12,247,1,0,-0.06,2017-02-19
15,63,0.16,507,8,0,-0.06,2017-02-19
9,64,0.18,462,2,0,-0.06,2017-02-19
17,65,0.17,462,5,0,-0.06,2017-02-19
10,66,0.15,855,9,0,-0.06,2017-02-19
5,67,0.19,240,2,0,-0.06,2017-02-19
7,68,0.13,182,2,0,-0.06,2017-02-19
9,69,0.14,741,3,0,-0.06,2017-02-19
15,70,0.23,988,2,0,-0.06,2017-02-19
9,71,0.15,967,1,0,-0.06,2017-02-19
12,72,0.11,60,3,0,-0.06,2017-02-19
12,73,0.17,273,7,0,-0.06,2017-02-19
17,74,0.17,573,4,0,-0.06,2017-02-19
4,75,0.15,468,6,0,-0.06,2017-02-19
19,76,0.18,103,3,0,-0.06,2017-02-19
10,77,0.17,936,1,0,-0.06,2017-02-19
16,78,0.13,889,4,0,-0.06,2017-02-19
24,79,0.2,682,8,0,-0.06,2017-02-19
9,80,0.14,137,9,0,-0.06,2017-02-19
12,81,0.18,160,6,0,-0.06,2017-02-19
3,82,0.17,318,6,0,-0.06,2017-02-19
17,83,0.2,112,5,0,-0.06,2017-02-19
25,84,0.16,262,4,0,-0.06,2017-02-19
22,85,0.17,495,1,0,-0.06,2017-02-19
12,86,0.13,218,3,0,-0.06,2017-02-19
19,87,0.11,492,9,0,-0.06,2017-02-19
4,88,0.13,417,10,0,-0.06,2017-02-19
14,89,0.19,284,6,0,-0.06,2017-02-19
21,90,0.12,639,6,0,-0.06,2017-02-19
18,91,0.2,230,10,0,-0.06,2017-02-19
14,92,0.09,659,5,0,-0.06,2017-02-19
15,93,0.12,534,1,0,-0.06,2017-02-19
14,94,0.17,375,1,0,-0.06,2017-02-19
15,95,0.15,340,5,0,-0.06,2017-02-19
18,96,0.19,502,1,0,-0.06,2017-02-19
9,97,0.1,928,8,0,-0.06,2017-02-19
16,98,0.18,305,6,0,-0.06,2017-02-19
11,99,0.17,717,4,0,-0.06,2017-02-19
8,100,0.11,445,7,0,-0.06,2017-02-19
19,1,0.11,910,9,0,-0.95,2017-02-20
5,2,0.13,868,1,0,-0.95,2017-02-20
15,3,0.18,465,9,0,-0.95,2017-02-20
7,4,0.21,427,7,0,-0.95,2017-02-20
19,5,0.12,403,10,0,-0.95,2017-02-20
18,6,0.14,955,8,0,-0.95,2017-02-20
19,7,0.16,719,4,0,-0.95,2017-02-20
19,8,0.14,46,6,0,-0.95,2017-02-20
17,9,0.14,983,6,0,-0.95,2017-02-20
22,10,0.22,412,6,0,-0.95,2017-02-20
18,11,0.13,857,2,0,-0.95,2017-02-20
13,12,0.21,621,3,0,-0.95,2017-02-20
21,13,0.23,1002,7,0,-0.95,2017-02-20
12,14,0.16,187,6,0,-0.95,2017-02-20
5,15,0.21,161,8,0,-0.95,2017-02-20
11,16,0.15,745,5,0,-0.95,2017-02-20
12,17,0.25,351,1,0,-0.95,2017-02-20
16,18,0.2,120,1,0,-0.95,2017-02-20
13,19,0.14,597,4,0,-0.95,2017-02-20
9,20,0.16,283,5,0,-0.95,2017-02-20
11,21,0.16,732,3,0,-0.95,2017-02-20
11,22,0.16,463,9,0,-0.95,2017-02-20
15,23,0.12,80,7,0,-0.95,2017-02-20
20,24,0.17,338,5,0,-0.95,2017-02-20
15,25,0.12,394,4,0,-0.95,2017-02-20
11,26,0.18,152,2,0,-0.95,2017-02-20
17,27,0.12,853,9,0,-0.95,2017-02-20
14,28,0.16,248,7,0,-0.95,2017-02-20
6,29,0.15,696,8,0,-0.95,2017-02-20
22,30,0.18,644,9,0,-0.95,2017-02-20
15,31,0.17,868,10,0,-0.95,2017-02-20
27,32,0.18,312,9,0,-0.95,2017-02-20
11,33,0.16,788,2,0,-0.95,2017-02-20
6,34,0.1,192,9,0,-0.95,2017-02-20
11,35,0.12,710,6,0,-0.95,2017-02-20
14,36,0.08,675,1,0,-0.95,2017-02-20
13,37,0.1,338,1,0,-0.95,2017-02-20
18,38,0.23,311,9,0,-0.95,2017-02-20
22,39,0.19,566,10,0,-0.95,2017-02-20
17,40,0.2,219,2,0,-0.95,2017-02-20
9,41,0.14,796,7,0,-0.95,2017-02-20
11,42,0.16,390,6,0,-0.95,2017-02-20
15,43,0.11,155,2,0,-0.95,2017-02-20
10,44,0.13,521,1,0,-0.95,2017-02-20
19,45,0.16,862,1,0,-0.95,2017-02-20
9,46,0.17,947,5,0,-0.95,2017-02-20
21,47,0.14,555,8,0,-0.95,2017-02-20
5,48,0.16,436,6,0,-0.95,2017-02-20
13,49,0.17,266,7,0,-0.95,2017-02-20
17,50,0.17,631,5,0,-0.95,2017-02-20
10,51,0.15,681,2,0,-0.95,2017-02-20
11,52,0.16,96,3,0,-0.95,2017-02-20
20,53,0.2,149,6,0,-0.95,2017-02-20
16,54,0.16,323,8,0,-0.95,2017-02-20
25,55,0.16,912,6,0,-0.95,2017-02-20
22,56,0.08,838,6,0,-0.95,2017-02-20
7,57,0.18,511,8,0,-0.95,2017-02-20
22,58,0.17,197,6,0,-0.95,2017-02-20
27,59,0.19,833,8,0,-0.95,2017-02-20
15,60,0.18,878,8,0,-0.95,2017-02-20
9,61,0.16,71,10,0,-0.95,2017-02-20
14,62,0.16,247,8,0,-0.95,2017-02-20
10,63,0.22,500,8,0,-0.95,2017-02-20
11,64,0.16,485,5,0,-0.95,2017-02-20
13,65,0.23,469,10,0,-0.95,2017-02-20
9,66,0.13,852,4,0,-0.95,2017-02-20
6,67,0.14,244,6,0,-0.95,2017-02-20
11,68,0.14,205,10,0,-0.95,2017-02-20
17,69,0.23,751,4,0,-0.95,2017-02-20
12,70,0.2,950,4,0,-0.95,2017-02-20
6,71,0.12,984,7,0,-0.95,2017-02-20
16,72,0.12,52,6,0,-0.95,2017-02-20
14,73,0.15,271,5,0,-0.95,2017-02-20
19,74,0.16,592,10,0,-0.95,2017-02-20
2,75,0.11,444,10,0,-0.95,2017-02-20
27,76,0.26,84,9,0,-0.95,2017-02-20
12,77,0.19,917,8,0,-0.95,2017-02-20
9,78,0.08,919,6,0,-0.95,2017-02-20
20,79,0.17,708,7,0,-0.95,2017-02-20
15,80,0.14,156,1,0,-0.95,2017-02-20
19,81,0.19,139,5,0,-0.95,2017-02-20
6,82,0.16,344,3,0,-0.95,2017-02-20
19,83,0.19,106,10,0,-0.95,2017-02-20
21,84,0.14,239,3,0,-0.95,2017-02-20
22,85,0.15,455,6,0,-0.95,2017-02-20
17,86,0.18,205,9,0,-0.95,2017-02-20
17,87,0.15,533,6,0,-0.95,2017-02-20
7,88,0.15,423,6,0,-0.95,2017-02-20
6,89,0.08,290,3,0,-0.95,2017-02-20
10,90,0.18,547,5,0,-0.95,2017-02-20
17,91,0.23,213,9,0,-0.95,2017-02-20
20,92,0.15,669,8,0,-0.95,2017-02-20
13,93,0.09,575,1,0,-0.95,2017-02-20
11,94,0.18,389,8,0,-0.95,2017-02-20
20,95,0.21,393,6,0,-0.95,2017-02-20
18,96,0.18,518,2,0,-0.95,2017-02-20
9,97,0.15,965,6,0,-0.95,2017-02-20
18,98,0.2,311,7,0,-0.95,2017-02-20
10,99,0.14,713,9,0,-0.95,2017-02-20
2,100,0.07,515,4,0,-0.95,2017-02-20
11,1,0.12,959,7,1,2.18,2017-02-21
14,2,0.15,942,4,1,2.18,2017-02-21
14,3,0.15,467,4,1,2.18,2017-02-21
30,4,0.12,376,8,1,2.18,2017-02-21
7,5,0.09,401,6,1,2.18,2017-02-21
20,6,0.18,1008,2,1,2.18,2017-02-21
12,7,0.13,760,3,1,2.18,2017-02-21
9,8,0.23,53,4,1,2.18,2017-02-21
13,9,0.17,967,2,1,2.18,2017-02-21
14,10,0.12,406,6,1,2.18,2017-02-21
19,11,0.12,831,2,1,2.18,2017-02-21
13,12,0.11,620,8,1,2.18,2017-02-21
17,13,0.1,991,1,1,2.18,2017-02-21
13,14,0.12,196,7,1,2.18,2017-02-21
9,15,0.2,138,3,1,2.18,2017-02-21
18,16,0.11,785,8,1,2.18,2017-02-21
20,17,0.13,347,2,1,2.18,2017-02-21
20,18,0.13,114,4,1,2.18,2017-02-21
18,19,0.15,644,3,1,2.18,2017-02-21
24,20,0.17,280,8,1,2.18,2017-02-21
13,21,0.15,732,1,1,2.18,2017-02-21
9,22,0.18,472,3,1,2.18,2017-02-21
11,23,0.15,82,4,1,2.18,2017-02-21
7,24,0.16,360,7,1,2.18,2017-02-21
25,25,0.13,363,10,1,2.18,2017-02-21
9,26,0.19,159,7,1,2.18,2017-02-21
3,27,0.12,859,10,1,2.18,2017-02-21
11,28,0.17,217,7,1,2.18,2017-02-21
15,29,0.12,756,2,1,2.18,2017-02-21
32,30,0.08,630,4,1,2.18,2017-02-21
15,31,0.14,889,6,1,2.18,2017-02-21
17,32,0.15,279,1,1,2.18,2017-02-21
5,33,0.1,802,2,1,2.18,2017-02-21
14,34,0.15,192,3,1,2.18,2017-02-21
13,35,0.2,708,7,1,2.18,2017-02-21
30,36,0.12,735,10,1,2.18,2017-02-21
9,37,0.15,367,6,1,2.18,2017-02-21
18,38,0.08,331,3,1,2.18,2017-02-21
1,39,0.14,540,10,1,2.18,2017-02-21
11,40,0.16,239,6,1,2.18,2017-02-21
5,41,0.13,886,2,1,2.18,2017-02-21
14,42,0.23,402,2,1,2.18,2017-02-21
16,43,0.21,180,6,1,2.18,2017-02-21
16,44,0.11,527,3,1,2.18,2017-02-21
6,45,0.12,888,8,1,2.18,2017-02-21
13,46,0.18,1010,9,1,2.18,2017-02-21
6,47,0.11,517,8,1,2.18,2017-02-21
14,48,0.16,427,9,1,2.18,2017-02-21
5,49,0.13,277,10,1,2.18,2017-02-21
10,50,0.2,648,8,1,2.18,2017-02-21
13,51,0.17,645,1,1,2.18,2017-02-21
3,52,0.13,107,8,1,2.18,2017-02-21
7,53,0.27,164,7,1,2.18,2017-02-21
15,54,0.15,325,6,1,2.18,2017-02-21
17,55,0.15,861,2,1,2.18,2017-02-21
10,56,0.12,881,9,1,2.18,2017-02-21
18,57,0.17,534,9,1,2.18,2017-02-21
0,58,0.15,191,10,1,2.18,2017-02-21
21,59,0.2,824,6,1,2.18,2017-02-21
11,60,0.18,873,10,1,2.18,2017-02-21
28,61,0.13,85,10,1,2.18,2017-02-21
19,62,0.13,240,7,1,2.18,2017-02-21
21,63,0.12,429,5,1,2.18,2017-02-21
11,64,0.17,477,3,1,2.18,2017-02-21
16,65,0.19,458,1,1,2.18,2017-02-21
17,66,0.18,826,3,1,2.18,2017-02-21
14,67,0.18,237,5,1,2.18,2017-02-21
19,68,0.14,199,4,1,2.18,2017-02-21
13,69,0.19,750,5,1,2.18,2017-02-21
14,70,0.18,917,8,1,2.18,2017-02-21
20,71,0.16,947,10,1,2.18,2017-02-21
12,72,0.13,77,6,1,2.18,2017-02-21
17,73,0.13,254,2,1,2.18,2017-02-21
14,74,0.19,601,2,1,2.18,2017-02-21
8,75,0.15,492,2,1,2.18,2017-02-21
14,76,0.17,100,4,1,2.18,2017-02-21
17,77,0.18,928,8,1,2.18,2017-02-21
11,78,0.12,881,8,1,2.18,2017-02-21
3,79,0.11,685,9,1,2.18,2017-02-21
7,80,0.16,129,7,1,2.18,2017-02-21
21,81,0.08,162,9,1,2.18,2017-02-21
9,82,0.18,317,5,1,2.18,2017-02-21
16,83,0.17,88,3,1,2.18,2017-02-21
8,84,0.13,277,9,1,2.18,2017-02-21
13,85,0.16,455,5,1,2.18,2017-02-21
16,86,0.13,211,1,1,2.18,2017-02-21
17,87,0.11,520,4,1,2.18,2017-02-21
7,88,0.09,412,4,1,2.18,2017-02-21
17,89,0.18,279,3,1,2.18,2017-02-21
16,90,0.1,593,3,1,2.18,2017-02-21
8,91,0.13,220,3,1,2.18,2017-02-21
16,92,0.13,661,2,1,2.18,2017-02-21
19,93,0.2,518,10,1,2.18,2017-02-21
13,94,0.19,327,5,1,2.18,2017-02-21
3,95,0.08,389,6,1,2.18,2017-02-21
9,96,0.16,498,5,1,2.18,2017-02-21
15,97,0.07,868,7,1,2.18,2017-02-21
11,98,0.17,302,3,1,2.18,2017-02-21
11,99,0.16,691,3,1,2.18,2017-02-21
26,100,0.27,486,9,1,2.18,2017-02-21
14,1,0.22,954,2,0,-2.97,2017-02-22
14,2,0.17,958,4,0,-2.97,2017-02-22
15,3,0.15,500,3,0,-2.97,2017-02-22
14,4,0.13,423,1,0,-2.97,2017-02-22
17,5,0.15,366,9,0,-2.97,2017-02-22
13,6,0.16,938,10,0,-2.97,2017-02-22
16,7,0.22,740,1,0,-2.97,2017-02-22
20,8,0.13,41,7,0,-2.97,2017-02-22
15,9,0.23,998,7,0,-2.97,2017-02-22
19,10,0.21,436,8,0,-2.97,2017-02-22
20,11,0.14,837,9,0,-2.97,2017-02-22
6,12,0.11,616,7,0,-2.97,2017-02-22
15,13,0.13,962,4,0,-2.97,2017-02-22
10,14,0.18,194,10,0,-2.97,2017-02-22
12,15,0.13,152,10,0,-2.97,2017-02-22
16,16,0.15,787,6,0,-2.97,2017-02-22
17,17,0.11,329,4,0,-2.97,2017-02-22
15,18,0.17,125,5,0,-2.97,2017-02-22
17,19,0.11,633,7,0,-2.97,2017-02-22
9,20,0.12,279,6,0,-2.97,2017-02-22
9,21,0.18,742,6,0,-2.97,2017-02-22
18,22,0.15,499,4,0,-2.97,2017-02-22
16,23,0.14,87,6,0,-2.97,2017-02-22
19,24,0.15,362,7,0,-2.97,2017-02-22
16,25,0.12,388,7,0,-2.97,2017-02-22
2,26,0.21,126,4,0,-2.97,2017-02-22
21,27,0.17,826,6,0,-2.97,2017-02-22
12,28,0.13,205,10,0,-2.97,2017-02-22
11,29,0.14,753,2,0,-2.97,2017-02-22
13,30,0.18,675,10,0,-2.97,2017-02-22
15,31,0.17,791,2,0,-2.97,2017-02-22
22,32,0.19,297,3,0,-2.97,2017-02-22
12,33,0.17,824,7,0,-2.97,2017-02-22
3,34,0.08,167,4,0,-2.97,2017-02-22
16,35,0.16,757,1,0,-2.97,2017-02-22
11,36,0.15,664,1,0,-2.97,2017-02-22
12,37,0.14,422,10,0,-2.97,2017-02-22
17,38,0.17,343,5,0,-2.97,2017-02-22
20,39,0.16,539,4,0,-2.97,2017-02-22
13,40,0.16,234,6,0,-2.97,2017-02-22
5,41,0.11,837,9,0,-2.97,2017-02-22
7,42,0.11,390,4,0,-2.97,2017-02-22
6,43,0.18,195,8,0,-2.97,2017-02-22
14,44,0.21,533,3,0,-2.97,2017-02-22
20,45,0.09,865,3,0,-2.97,2017-02-22
14,46,0.19,991,8,0,-2.97,2017-02-22
20,47,0.14,513,6,0,-2.97,2017-02-22
12,48,0.14,480,7,0,-2.97,2017-02-22
11,49,0.13,294,2,0,-2.97,2017-02-22
14,50,0.15,611,3,0,-2.97,2017-02-22
7,51,0.19,690,10,0,-2.97,2017-02-22
14,52,0.14,89,3,0,-2.97,2017-02-22
26,53,0.17,164,6,0,-2.97,2017-02-22
12,54,0.19,333,5,0,-2.97,2017-02-22
23,55,0.12,862,1,0,-2.97,2017-02-22
22,56,0.13,857,10,0,-2.97,2017-02-22
8,57,0.17,543,6,0,-2.97,2017-02-22
23,58,0.17,201,6,0,-2.97,2017-02-22
13,59,0.14,784,8,0,-2.97,2017-02-22
3,60,0.21,795,4,0,-2.97,2017-02-22
13,61,0.16,83,2,0,-2.97,2017-02-22
20,62,0.13,257,4,0,-2.97,2017-02-22
18,63,0.16,485,8,0,-2.97,2017-02-22
16,64,0.17,515,1,0,-2.97,2017-02-22
16,65,0.17,480,6,0,-2.97,2017-02-22
12,66,0.18,834,9,0,-2.97,2017-02-22
4,67,0.12,276,9,0,-2.97,2017-02-22
18,68,0.17,241,6,0,-2.97,2017-02-22
7,69,0.12,741,7,0,-2.97,2017-02-22
10,70,0.19,958,6,0,-2.97,2017-02-22
3,71,0.09,982,5,0,-2.97,2017-02-22
8,72,0.11,77,6,0,-2.97,2017-02-22
8,73,0.17,292,3,0,-2.97,2017-02-22
18,74,0.2,599,8,0,-2.97,2017-02-22
3,75,0.17,505,1,0,-2.97,2017-02-22
20,76,0.16,90,6,0,-2.97,2017-02-22
11,77,0.19,934,2,0,-2.97,2017-02-22
16,78,0.2,963,8,0,-2.97,2017-02-22
21,79,0.18,663,4,0,-2.97,2017-02-22
17,80,0.18,157,1,0,-2.97,2017-02-22
17,81,0.16,150,5,0,-2.97,2017-02-22
7,82,0.16,350,1,0,-2.97,2017-02-22
24,83,0.13,95,8,0,-2.97,2017-02-22
25,84,0.15,265,3,0,-2.97,2017-02-22
21,85,0.15,494,10,0,-2.97,2017-02-22
23,86,0.19,184,6,0,-2.97,2017-02-22
14,87,0.17,495,6,0,-2.97,2017-02-22
10,88,0.15,444,5,0,-2.97,2017-02-22
8,89,0.15,302,4,0,-2.97,2017-02-22
17,90,0.15,634,7,0,-2.97,2017-02-22
11,91,0.15,219,1,0,-2.97,2017-02-22
23,92,0.15,694,2,0,-2.97,2017-02-22
16,93,0.14,520,6,0,-2.97,2017-02-22
22,94,0.14,325,9,0,-2.97,2017-02-22
19,95,0.2,376,2,0,-2.97,2017-02-22
13,96,0.13,515,9,0,-2.97,2017-02-22
15,97,0.2,902,7,0,-2.97,2017-02-22
20,98,0.21,320,9,0,-2.97,2017-02-22
12,99,0.19,715,6,0,-2.97,2017-02-22
9,100,0.13,505,7,0,-2.97,2017-02-22
8,1,0.13,981,7,0,5.3,2017-02-23
8,2,0.13,922,2,0,5.3,2017-02-23
13,3,0.23,456,5,0,5.3,2017-02-23
7,4,0.2,381,5,0,5.3,2017-02-23
17,5,0.06,412,7,0,5.3,2017-02-23
16,6,0.19,969,7,0,5.3,2017-02-23
18,7,0.17,739,6,0,5.3,2017-02-23
15,8,0.16,48,5,0,5.3,2017-02-23
12,9,0.21,950,3,0,5.3,2017-02-23
19,10,0.16,431,8,0,5.3,2017-02-23
16,11,0.19,867,7,0,5.3,2017-02-23
7,12,0.13,626,10,0,5.3,2017-02-23
15,13,0.18,951,9,0,5.3,2017-02-23
13,14,0.11,178,6,0,5.3,2017-02-23
11,15,0.14,146,5,0,5.3,2017-02-23
15,16,0.1,733,6,0,5.3,2017-02-23
14,17,0.16,336,8,0,5.3,2017-02-23
10,18,0.13,132,4,0,5.3,2017-02-23
13,19,0.18,629,4,0,5.3,2017-02-23
4,20,0.17,255,7,0,5.3,2017-02-23
9,21,0.17,741,9,0,5.3,2017-02-23
14,22,0.21,500,9,0,5.3,2017-02-23
14,23,0.07,85,9,0,5.3,2017-02-23
18,24,0.13,372,2,0,5.3,2017-02-23
6,25,0.19,423,1,0,5.3,2017-02-23
