left,rating,contacts,time2delivery,productid,service,region,gender,age,weekday
0,6,2,71.7,78,DHL,3,female,45.0,Tuesday
0,8,0,69.1,85,Hermes,1,female,59.6,Monday
0,6,2,74.1,76,DHL,3,female,78.4,Friday
0,9,0,56.5,69,DHL,3,female,71.5,Thursday
0,8,1,58.3,70,Hermes,1,male,54.4,Monday
0,8,0,72.4,79,DHL,3,female,60.6,Monday
0,8,4,83.8,68,UPS,2,male,63.4,Wednesday
0,9,1,43.6,77,UPS,1,female,73.3,Thursday
0,8,0,55.3,85,Hermes,2,male,44.6,Saturday
0,9,1,67.2,77,Hermes,3,male,61.6,Friday
0,8,4,85.4,46,Hermes,2,female,50.7,Saturday
0,8,0,76.9,79,Hermes,2,male,53.6,Sunday
0,8,1,68.4,60,Hermes,1,female,45.2,Friday
0,7,0,52.5,86,DHL,1,male,65.2,Sunday
0,5,0,83.7,54,DHL,3,male,46.8,Saturday
0,8,1,77.2,72,UPS,2,female,66.7,Thursday
0,7,1,85.1,64,DHL,1,male,71.3,Sunday
0,7,2,76.1,82,Hermes,2,female,67.8,Friday
0,6,1,78.7,84,DHL,1,female,55.3,Thursday
0,8,0,35.9,88,DHL,3,female,48.6,Monday
0,5,2,47.4,85,Hermes,1,female,72.3,Thursday
0,6,0,82.1,79,UPS,2,female,59.6,Thursday
0,8,1,89.5,68,UPS,2,male,54.9,Wednesday
0,8,2,42.8,76,Hermes,3,female,71.0,Friday
0,6,0,75.3,91,UPS,1,male,41.0,Monday
0,8,1,54.7,66,Hermes,3,male,66.6,Thursday
0,8,1,48.9,90,Hermes,3,female,35.5,Saturday
0,7,4,79.8,73,DHL,1,female,62.4,Monday
0,9,2,96.3,91,Hermes,2,male,70.9,Saturday
0,8,1,63.1,75,DHL,3,female,33.3,Sunday
0,8,0,71.6,87,Hermes,2,male,45.3,Sunday
0,7,1,75.8,69,Hermes,1,male,42.3,Wednesday
0,7,1,66.1,79,Hermes,2,female,40.8,Saturday
0,6,2,60.3,77,Hermes,2,female,63.4,Monday
0,7,0,52.9,82,DHL,2,female,68.6,Thursday
0,7,1,81.3,80,DHL,1,female,66.9,Monday
0,8,1,60.9,74,Hermes,1,female,38.9,Tuesday
0,8,0,61.9,69,UPS,3,male,61.7,Thursday
0,9,0,66.6,59,Hermes,2,male,54.4,Wednesday
0,9,0,66.4,81,UPS,2,female,55.4,Saturday
0,7,4,49.9,87,DHL,1,male,57.9,Saturday
0,8,0,69.4,82,UPS,3,male,72.9,Sunday
0,7,2,73.9,57,DHL,1,male,62.8,Friday
0,8,0,89.4,77,DHL,2,male,55.5,Monday
0,9,1,72.1,58,UPS,2,female,58.7,Friday
0,5,3,63.0,79,DHL,1,male,47.0,Saturday
0,7,1,71.1,60,Hermes,1,male,43.4,Wednesday
0,7,1,80.2,83,DHL,1,male,58.0,Wednesday
0,7,0,74.7,69,Hermes,3,female,68.8,Monday
0,8,1,43.6,81,UPS,1,male,51.0,Friday
0,4,2,74.3,88,Hermes,1,female,56.6,Friday
0,8,1,51.1,84,DHL,3,female,53.9,Monday
0,7,0,60.6,87,DHL,2,female,53.1,Monday
0,8,2,74.3,87,Hermes,1,male,46.6,Wednesday
0,7,1,77.5,90,DHL,1,male,60.6,Thursday
0,9,1,84.1,71,DHL,1,female,65.9,Wednesday
0,8,0,95.8,80,Hermes,2,male,57.1,Sunday
0,8,3,80.0,56,UPS,2,female,54.4,Tuesday
0,7,1,79.9,88,UPS,3,female,38.8,Tuesday
0,8,2,57.3,80,UPS,2,male,51.5,Sunday
0,7,2,71.8,75,Hermes,1,female,54.7,Tuesday
0,7,1,57.8,68,UPS,3,male,33.3,Wednesday
0,8,3,84.2,78,UPS,1,female,67.9,Tuesday
0,7,0,39.4,50,DHL,2,female,62.9,Wednesday
0,5,0,75.2,85,Hermes,3,male,71.1,Saturday
0,7,1,36.0,70,UPS,2,female,51.4,Tuesday
0,8,2,56.2,66,Hermes,1,male,55.6,Sunday
0,8,0,60.3,76,UPS,1,male,37.3,Friday
0,8,2,58.9,80,Hermes,2,female,62.1,Thursday
0,7,1,66.0,84,Hermes,3,female,48.6,Saturday
0,8,0,60.2,78,DHL,2,male,62.8,Friday
0,6,0,56.2,81,Hermes,3,female,51.9,Saturday
0,7,3,43.7,56,UPS,3,female,38.1,Monday
0,7,1,54.4,78,DHL,2,female,50.9,Friday
0,6,1,77.8,86,UPS,2,female,55.8,Monday
0,9,3,57.2,46,Hermes,3,female,68.8,Tuesday
0,8,2,74.6,88,UPS,1,male,78.8,Thursday
0,8,0,72.6,81,Hermes,2,male,54.0,Thursday
0,7,1,82.5,71,DHL,1,male,65.7,Tuesday
0,8,0,91.1,74,DHL,3,female,51.1,Saturday
0,6,1,65.8,82,Hermes,2,female,56.9,Thursday
0,7,2,55.1,54,Hermes,2,male,45.2,Monday
0,6,3,65.3,55,Hermes,1,female,68.8,Sunday
0,6,1,61.5,84,DHL,3,female,51.6,Wednesday
0,7,2,74.0,57,Hermes,2,male,65.7,Saturday
0,8,0,62.4,42,DHL,3,female,43.3,Sunday
0,8,1,72.5,76,Hermes,2,male,66.8,Wednesday
0,9,2,74.3,69,DHL,3,female,68.0,Monday
0,8,0,69.7,69,Hermes,3,female,48.9,Friday
0,8,0,66.2,93,Hermes,2,female,61.7,Thursday
0,5,2,62.5,72,Hermes,1,male,54.8,Sunday
0,7,1,68.2,83,Hermes,3,male,64.5,Tuesday
0,7,0,64.7,60,Hermes,2,male,58.1,Friday
0,9,0,65.3,84,Hermes,2,female,62.3,Friday
0,8,0,46.3,62,Hermes,3,female,41.4,Friday
0,7,2,89.2,83,Hermes,2,male,49.3,Tuesday
0,6,3,60.4,60,Hermes,3,female,49.9,Saturday
0,9,0,73.1,69,UPS,2,male,63.2,Tuesday
0,8,0,49.0,81,DHL,2,female,57.3,Monday
0,6,1,82.8,68,DHL,2,male,56.9,Tuesday
0,7,1,55.7,72,Hermes,2,male,64.1,Monday
0,8,3,77.1,67,Hermes,2,female,67.4,Thursday
0,9,1,64.1,85,Hermes,3,female,62.5,Monday
0,7,1,78.6,74,Hermes,1,male,54.4,Wednesday
0,9,1,65.4,83,DHL,2,female,43.6,Sunday
0,8,1,66.1,40,UPS,3,female,55.5,Friday
0,8,0,73.0,85,UPS,1,female,50.0,Wednesday
0,8,2,87.1,71,Hermes,2,female,46.4,Tuesday
0,8,2,45.2,66,Hermes,1,female,53.1,Wednesday
0,6,0,68.1,88,Hermes,1,male,46.3,Sunday
0,8,0,66.5,92,DHL,2,male,68.2,Wednesday
0,6,1,73.9,81,Hermes,2,female,47.7,Monday
0,7,0,63.2,91,Hermes,3,female,43.4,Monday
0,6,0,67.8,87,DHL,2,female,51.6,Wednesday
0,8,0,85.3,90,UPS,1,female,67.6,Tuesday
0,9,2,98.1,87,DHL,3,female,76.8,Wednesday
0,8,1,76.8,86,UPS,3,male,59.2,Sunday
0,6,1,55.3,67,Hermes,1,male,48.8,Saturday
0,7,1,63.9,62,UPS,2,female,53.2,Wednesday
0,6,5,45.9,71,Hermes,2,male,63.0,Friday
0,9,1,82.5,79,UPS,1,male,60.4,Monday
0,8,1,68.2,86,UPS,2,female,47.1,Saturday
0,8,2,71.2,74,DHL,2,female,75.9,Friday
0,8,2,57.9,78,UPS,2,female,61.6,Tuesday
0,7,2,55.5,46,Hermes,3,female,62.0,Wednesday
0,6,2,66.7,63,Hermes,1,male,59.1,Tuesday
0,7,1,69.1,76,DHL,3,female,56.0,Tuesday
0,8,0,54.1,79,UPS,2,male,56.5,Friday
0,7,0,56.1,81,UPS,1,female,59.2,Friday
0,7,1,52.0,83,UPS,3,female,49.6,Sunday
0,6,0,75.3,88,DHL,3,male,58.9,Tuesday
0,6,2,76.6,86,UPS,2,female,66.2,Monday
0,8,1,64.9,56,UPS,3,male,65.2,Wednesday
0,8,0,73.1,75,DHL,1,female,74.3,Saturday
0,7,2,62.6,84,UPS,1,male,53.0,Wednesday
0,7,1,60.0,87,DHL,1,male,45.9,Thursday
0,8,1,59.1,88,Hermes,3,female,71.2,Wednesday
0,8,0,71.0,83,UPS,3,female,62.9,Tuesday
0,7,2,71.5,53,DHL,3,male,59.1,Tuesday
0,8,1,55.7,92,Hermes,3,male,45.1,Monday
0,7,2,72.4,75,DHL,3,female,47.9,Friday
0,8,1,66.2,77,UPS,3,female,47.3,Thursday
0,5,0,43.4,72,UPS,2,female,50.3,Friday
0,7,1,72.2,86,DHL,3,male,67.6,Saturday
0,8,0,61.0,81,Hermes,1,male,50.0,Monday
0,6,3,52.8,77,Hermes,2,female,43.1,Tuesday
0,8,0,65.0,77,Hermes,3,female,54.8,Thursday
0,7,2,51.3,75,DHL,3,male,35.7,Sunday
0,8,2,68.9,89,UPS,1,male,53.0,Monday
0,7,3,51.9,64,Hermes,2,female,53.6,Thursday
0,8,2,78.0,88,DHL,1,male,56.3,Sunday
0,9,3,55.6,72,UPS,1,female,64.1,Thursday
0,7,0,48.6,88,DHL,2,female,58.9,Monday
0,8,3,58.9,51,DHL,2,female,53.4,Sunday
0,6,3,73.6,72,Hermes,2,female,59.7,Thursday
0,7,1,64.1,86,DHL,1,female,43.2,Saturday
0,8,2,51.7,85,Hermes,1,male,38.6,Friday
0,7,1,80.9,92,DHL,3,female,59.3,Monday
0,8,1,57.0,75,Hermes,1,female,68.8,Tuesday
0,9,0,111.7,93,UPS,2,male,48.6,Saturday
0,8,0,71.9,79,UPS,2,female,52.6,Saturday
0,8,0,61.0,83,Hermes,1,female,63.2,Friday
0,6,1,90.3,85,UPS,2,female,65.6,Thursday
0,6,0,64.5,86,UPS,2,female,72.4,Wednesday
0,7,1,85.9,91,DHL,3,male,51.8,Friday
0,6,1,73.5,75,Hermes,3,male,64.5,Sunday
0,8,1,56.5,81,UPS,1,female,58.5,Friday
0,6,2,82.7,58,UPS,2,female,61.1,Tuesday
0,7,0,60.4,84,Hermes,1,female,44.2,Tuesday
0,7,1,60.9,73,DHL,2,male,69.5,Thursday
0,8,1,86.4,74,DHL,2,female,54.4,Thursday
0,7,1,51.5,84,Hermes,2,male,40.3,Wednesday
0,6,2,69.6,88,DHL,1,female,65.9,Friday
0,8,1,81.1,87,Hermes,2,female,37.8,Tuesday
0,6,2,70.5,94,DHL,1,female,60.6,Monday
0,8,1,53.3,88,Hermes,3,male,40.1,Friday
0,7,1,38.8,61,DHL,3,male,47.5,Monday
0,7,1,58.6,78,Hermes,3,male,53.5,Wednesday
0,8,2,56.8,59,DHL,2,male,54.7,Tuesday
0,9,0,54.9,68,DHL,2,female,72.7,Saturday
0,6,2,67.5,90,Hermes,1,female,49.5,Friday
0,7,0,61.5,92,UPS,1,male,42.6,Friday
0,7,1,70.3,63,DHL,2,female,57.5,Sunday
0,5,1,91.8,48,DHL,2,male,65.0,Sunday
0,7,0,41.6,71,UPS,2,female,48.5,Thursday
0,9,1,70.5,77,DHL,2,male,46.5,Wednesday
0,8,3,54.2,67,UPS,2,female,68.6,Friday
0,8,0,84.9,87,UPS,3,female,59.3,Friday
0,9,0,65.7,78,UPS,1,female,43.5,Monday
0,8,0,66.7,71,UPS,1,male,69.9,Tuesday
0,9,0,77.9,70,UPS,2,female,43.5,Wednesday
0,6,0,52.0,65,DHL,3,female,53.7,Friday
0,7,1,50.5,64,DHL,2,female,58.7,Monday
0,5,1,61.3,74,UPS,3,female,52.7,Wednesday
0,8,1,89.0,78,Hermes,3,male,58.1,Thursday
0,8,1,68.7,65,UPS,1,female,32.0,Tuesday
0,8,1,62.9,81,Hermes,1,male,39.0,Tuesday
0,8,0,83.9,69,Hermes,2,female,54.4,Sunday
0,7,1,57.7,83,UPS,3,male,56.1,Tuesday
0,7,0,62.9,82,Hermes,3,female,60.5,Friday
0,8,1,63.5,89,Hermes,3,female,71.4,Friday
0,7,1,83.7,79,Hermes,3,male,48.4,Saturday
0,8,0,76.9,89,UPS,3,male,42.5,Sunday
0,8,1,64.8,88,Hermes,1,male,44.7,Monday
0,7,0,87.6,65,Hermes,1,male,50.3,Tuesday
0,8,2,51.7,78,Hermes,2,female,47.9,Sunday
0,8,4,72.7,89,Hermes,3,female,71.9,Wednesday
0,9,1,36.0,81,DHL,1,male,47.7,Sunday
0,5,0,55.8,83,DHL,3,female,62.3,Thursday
0,5,1,52.2,68,DHL,2,female,50.2,Wednesday
0,9,0,92.4,84,UPS,3,female,50.9,Wednesday
0,8,1,49.3,94,Hermes,2,female,60.9,Tuesday
0,7,0,63.2,55,DHL,1,male,59.8,Wednesday
0,9,1,58.5,81,Hermes,3,female,39.3,Thursday
0,8,1,57.5,78,Hermes,1,male,54.4,Thursday
0,9,0,52.0,54,UPS,1,female,46.3,Sunday
0,9,0,90.5,88,DHL,1,male,46.9,Saturday
0,7,1,68.8,51,UPS,1,male,44.4,Friday
0,8,1,70.8,56,DHL,2,male,52.5,Friday
0,6,1,77.2,81,UPS,1,female,44.8,Monday
0,6,2,51.4,86,DHL,1,male,62.1,Saturday
0,8,1,80.8,63,Hermes,1,female,39.9,Wednesday
0,8,0,60.0,75,DHL,3,male,57.4,Wednesday
0,7,0,85.5,82,DHL,1,female,43.2,Sunday
0,6,3,63.6,79,Hermes,3,female,60.8,Wednesday
0,7,0,86.9,73,Hermes,3,female,40.7,Wednesday
0,8,1,85.1,79,Hermes,3,male,71.3,Sunday
0,9,1,85.9,85,Hermes,1,male,78.1,Thursday
0,6,0,71.3,90,Hermes,3,female,53.4,Monday
0,7,0,65.0,79,Hermes,1,female,51.5,Thursday
0,7,1,45.7,89,Hermes,2,male,44.6,Wednesday
0,8,3,61.7,62,DHL,1,male,56.1,Sunday
0,7,0,74.7,87,UPS,1,female,63.8,Wednesday
0,7,1,81.8,75,UPS,2,female,61.8,Wednesday
0,6,1,57.9,85,Hermes,1,male,52.8,Monday
0,7,1,96.6,84,DHL,2,female,45.2,Friday
0,6,0,65.0,77,DHL,3,male,48.4,Saturday
0,8,1,69.5,85,UPS,2,male,70.7,Thursday
0,6,2,62.0,85,Hermes,1,male,44.3,Tuesday
0,9,1,69.7,77,DHL,1,male,44.1,Tuesday
0,9,1,75.5,67,DHL,1,female,29.5,Friday
0,8,3,49.9,79,UPS,2,male,58.2,Wednesday
0,8,0,50.6,81,UPS,2,male,49.0,Tuesday
0,7,0,67.2,77,Hermes,2,male,48.5,Sunday
0,7,1,79.2,73,Hermes,1,male,39.9,Monday
0,8,2,68.8,80,Hermes,1,male,55.6,Saturday
0,8,3,66.7,81,DHL,3,female,70.7,Monday
0,8,1,62.2,94,UPS,3,male,58.4,Sunday
0,6,3,74.0,90,DHL,1,male,46.2,Sunday
0,6,2,62.3,58,UPS,3,male,64.0,Monday
0,8,1,69.5,73,UPS,1,female,61.2,Thursday
0,7,1,86.2,60,UPS,3,female,52.3,Thursday
0,8,1,82.2,88,Hermes,2,female,55.6,Monday
0,5,1,64.8,74,Hermes,2,female,47.0,Thursday
0,8,3,71.0,86,UPS,2,female,57.0,Tuesday
0,7,4,66.0,86,Hermes,2,male,60.7,Tuesday
0,8,1,62.0,71,UPS,2,female,53.2,Monday
0,7,3,45.9,65,UPS,3,male,46.2,Monday
0,8,1,58.3,60,UPS,3,female,60.3,Thursday
0,7,3,84.9,67,Hermes,3,female,50.1,Sunday
0,7,2,85.5,45,Hermes,3,female,64.2,Sunday
0,7,0,67.8,82,Hermes,3,female,75.2,Friday
0,7,0,71.8,82,UPS,3,female,61.5,Monday
0,7,3,65.0,88,Hermes,2,male,60.5,Tuesday
0,7,1,62.6,72,DHL,2,male,38.9,Sunday
0,6,3,91.7,85,Hermes,1,male,61.2,Tuesday
0,8,0,76.1,85,Hermes,3,male,62.5,Friday
0,8,0,60.0,91,Hermes,3,female,56.3,Monday
0,8,4,77.7,69,UPS,1,male,58.4,Thursday
0,7,1,57.5,47,UPS,2,female,65.3,Wednesday
0,6,2,82.1,83,DHL,3,male,52.1,Tuesday
0,8,1,62.0,85,DHL,2,male,53.0,Monday
0,9,0,75.3,65,DHL,3,female,37.4,Tuesday
0,7,1,71.2,79,DHL,1,female,63.2,Friday
0,8,0,66.5,83,Hermes,3,female,74.5,Saturday
0,8,0,78.1,70,DHL,2,female,68.2,Tuesday
0,7,0,41.9,81,UPS,1,female,52.8,Thursday
0,6,2,55.4,89,DHL,1,female,61.7,Wednesday
0,8,1,93.8,89,Hermes,1,female,47.6,Wednesday
0,7,1,54.8,86,DHL,3,male,44.5,Saturday
0,6,2,44.3,81,Hermes,3,male,55.1,Thursday
0,8,2,59.7,84,UPS,3,male,49.7,Friday
0,8,0,81.7,75,Hermes,3,female,58.7,Monday
0,8,0,66.2,71,Hermes,1,female,68.1,Thursday
0,8,2,55.4,71,UPS,2,female,66.3,Wednesday
0,7,1,75.1,77,Hermes,2,male,57.5,Friday
0,5,3,81.8,78,DHL,2,female,57.2,Wednesday
0,8,0,82.8,48,DHL,2,female,60.5,Monday
0,7,0,80.2,82,DHL,2,female,68.0,Wednesday
0,5,1,69.6,79,DHL,2,female,35.1,Friday
0,9,1,62.2,58,Hermes,3,female,64.6,Tuesday
0,8,2,62.7,83,DHL,2,female,54.4,Monday
0,8,0,62.9,89,UPS,3,male,59.7,Monday
0,5,0,63.2,62,DHL,2,female,57.5,Friday
0,7,1,56.3,80,DHL,2,male,65.5,Monday
0,5,2,56.3,87,UPS,2,female,71.4,Wednesday
0,7,0,66.4,87,UPS,2,male,60.7,Wednesday
0,8,0,53.3,92,UPS,3,female,57.8,Friday
0,7,1,75.0,63,Hermes,1,female,56.2,Sunday
0,8,0,63.8,69,UPS,3,female,38.8,Tuesday
0,8,1,51.0,84,UPS,3,male,49.0,Friday
0,9,1,56.6,64,DHL,3,female,49.5,Tuesday
0,8,1,54.6,74,UPS,3,male,59.6,Thursday
0,8,0,57.2,83,DHL,3,female,54.7,Sunday
0,7,0,59.9,85,DHL,2,female,66.0,Tuesday
0,8,0,88.6,91,DHL,2,female,52.1,Saturday
0,6,1,57.8,78,Hermes,1,female,75.8,Friday
0,8,2,55.1,62,Hermes,3,male,56.3,Friday
0,7,0,62.3,86,Hermes,1,male,59.5,Sunday
0,8,0,71.7,86,Hermes,2,female,62.5,Monday
0,8,0,72.3,68,DHL,3,female,57.4,Sunday
0,5,1,70.5,57,Hermes,2,male,75.6,Wednesday
0,8,2,72.9,59,UPS,1,male,69.9,Sunday
0,8,0,97.7,66,UPS,3,female,56.0,Wednesday
0,7,3,42.7,60,UPS,2,female,66.0,Tuesday
0,7,1,57.7,54,Hermes,3,female,63.3,Thursday
0,6,0,67.9,85,DHL,1,female,56.3,Sunday
0,7,0,49.3,83,Hermes,1,female,58.2,Friday
0,8,0,30.1,65,DHL,3,male,71.6,Friday
0,8,0,71.2,89,UPS,3,female,53.7,Saturday
0,7,0,79.1,88,Hermes,2,female,32.1,Friday
0,6,1,59.3,90,DHL,1,male,54.7,Wednesday
0,8,1,78.9,85,Hermes,1,female,65.9,Sunday
0,8,1,74.5,84,DHL,3,female,82.5,Tuesday
0,8,2,76.2,70,Hermes,1,male,53.7,Thursday
0,6,0,59.5,59,DHL,3,male,59.3,Wednesday
0,7,0,39.1,84,UPS,1,female,47.3,Sunday
0,8,0,91.2,71,Hermes,2,female,74.4,Wednesday
0,9,0,78.2,69,Hermes,3,male,49.4,Saturday
0,9,2,66.1,87,UPS,3,female,62.5,Friday
0,7,2,59.8,69,UPS,1,female,52.3,Sunday
0,6,2,64.8,71,DHL,2,male,66.4,Sunday
0,8,1,93.2,85,DHL,3,male,48.7,Friday
0,8,0,63.2,82,Hermes,1,female,58.4,Tuesday
0,7,1,55.7,82,UPS,3,female,56.3,Monday
0,6,1,75.4,87,DHL,1,male,64.5,Saturday
0,7,2,55.9,83,DHL,1,male,63.0,Tuesday
0,7,1,62.2,61,DHL,2,female,55.0,Monday
0,7,1,45.8,83,Hermes,2,male,57.9,Wednesday
0,7,1,75.5,70,DHL,2,female,67.9,Thursday
0,8,1,72.4,74,DHL,3,male,40.9,Thursday
0,9,0,65.1,84,Hermes,1,female,60.7,Thursday
0,7,1,80.3,85,UPS,1,female,82.9,Wednesday
0,8,2,62.0,73,DHL,1,male,53.7,Thursday
0,7,2,62.7,87,Hermes,3,male,49.6,Thursday
0,7,1,69.9,89,UPS,2,male,57.2,Thursday
0,8,1,71.7,51,DHL,2,male,56.9,Monday
0,8,0,62.7,82,DHL,3,female,61.4,Thursday
0,9,2,31.7,78,DHL,1,female,54.6,Wednesday
0,7,0,51.6,71,Hermes,3,male,48.1,Thursday
0,7,4,95.2,79,Hermes,3,female,69.8,Thursday
0,8,1,75.0,81,UPS,3,male,52.5,Friday
0,6,1,57.4,73,UPS,1,female,60.4,Monday
0,7,1,51.2,89,Hermes,3,female,63.7,Wednesday
0,9,0,79.8,70,UPS,1,male,45.4,Sunday
0,8,0,68.0,74,UPS,1,female,56.0,Wednesday
0,8,2,51.5,79,UPS,3,female,49.7,Friday
0,8,1,72.8,83,Hermes,2,male,45.5,Saturday
0,8,1,59.7,50,Hermes,3,male,42.5,Saturday
0,6,0,44.8,67,DHL,3,male,52.5,Sunday
0,8,1,76.2,86,DHL,3,male,73.7,Saturday
0,8,0,56.8,88,Hermes,3,female,79.7,Friday
0,5,1,55.3,81,UPS,1,male,54.3,Saturday
0,8,0,70.8,79,UPS,3,female,54.1,Tuesday
0,6,0,62.2,87,UPS,2,female,63.5,Wednesday
0,8,2,58.8,78,UPS,3,male,63.6,Tuesday
0,6,2,72.4,80,DHL,1,female,54.0,Tuesday
0,6,2,66.2,75,Hermes,2,male,54.4,Sunday
0,7,2,65.9,81,DHL,3,male,70.3,Sunday
0,7,2,79.0,86,Hermes,1,female,40.6,Monday
0,8,0,77.6,87,DHL,3,female,69.2,Sunday
0,6,2,66.4,86,UPS,2,female,46.5,Tuesday
0,6,2,70.9,65,UPS,2,female,66.0,Saturday
0,7,1,83.4,80,UPS,1,female,57.7,Tuesday
0,9,1,68.8,70,DHL,2,male,54.5,Thursday
0,7,1,61.4,79,Hermes,1,female,50.9,Tuesday
0,9,3,64.4,49,Hermes,2,female,48.8,Monday
0,7,1,63.2,84,DHL,2,female,53.4,Monday
0,7,0,63.4,88,Hermes,2,male,48.7,Wednesday
0,7,1,77.0,82,UPS,3,male,67.4,Wednesday
0,6,0,48.8,77,DHL,2,male,46.9,Sunday
0,7,1,73.9,69,UPS,1,female,53.2,Wednesday
0,9,0,69.2,85,Hermes,3,female,59.2,Monday
0,9,2,98.8,44,UPS,1,male,59.7,Sunday
0,7,1,54.2,80,Hermes,1,female,45.2,Tuesday
0,7,0,79.7,83,DHL,2,female,59.2,Monday
0,6,2,58.2,73,Hermes,1,male,54.4,Wednesday
0,5,2,85.4,91,UPS,3,female,62.2,Sunday
0,9,1,84.5,78,UPS,3,female,57.2,Thursday
0,9,1,48.5,70,Hermes,1,male,48.0,Sunday
0,8,0,71.2,75,Hermes,3,female,50.2,Wednesday
0,8,3,49.0,62,Hermes,3,male,58.5,Saturday
0,8,1,65.9,55,UPS,3,male,58.9,Sunday
0,8,1,55.6,76,DHL,1,female,68.3,Saturday
0,7,1,88.0,65,UPS,1,male,47.4,Sunday
0,7,5,73.4,75,DHL,3,female,75.7,Saturday
0,7,1,62.0,75,UPS,1,male,48.1,Saturday
0,7,0,81.9,76,Hermes,2,male,59.6,Friday
0,8,3,61.2,83,UPS,2,male,62.9,Friday
0,8,1,50.5,93,UPS,3,female,55.7,Saturday
0,7,1,67.5,89,Hermes,3,female,51.9,Thursday
0,6,2,49.1,73,UPS,3,female,62.5,Thursday
0,8,1,73.9,76,Hermes,3,female,66.0,Monday
0,8,1,68.3,58,Hermes,3,female,55.3,Friday
0,8,1,68.0,62,UPS,1,female,45.4,Friday
0,6,1,60.6,81,UPS,2,female,61.3,Monday
0,8,1,69.0,72,DHL,1,male,49.3,Saturday
0,9,0,42.5,66,DHL,2,male,64.5,Sunday
0,8,1,59.5,94,Hermes,2,male,61.9,Tuesday
0,8,2,66.4,69,DHL,3,female,42.3,Sunday
0,7,0,81.5,80,Hermes,1,female,53.0,Wednesday
0,7,1,79.4,51,Hermes,2,male,48.9,Friday
0,8,0,75.5,69,Hermes,3,female,63.1,Saturday
0,8,0,56.9,78,UPS,2,female,68.6,Monday
0,9,1,65.6,65,DHL,3,female,79.8,Monday
0,9,1,61.9,52,Hermes,2,male,58.9,Wednesday
0,7,2,55.3,88,Hermes,1,female,64.1,Monday
0,8,2,78.4,64,Hermes,1,male,68.3,Saturday
0,8,0,78.1,53,Hermes,2,male,55.9,Sunday
0,7,0,74.6,90,Hermes,3,female,52.8,Monday
0,8,0,76.3,90,Hermes,1,female,46.6,Saturday
0,9,2,54.2,54,UPS,1,male,60.9,Monday
0,7,1,86.8,58,UPS,2,female,59.5,Wednesday
0,8,1,51.6,82,UPS,2,male,43.4,Thursday
0,8,1,63.6,89,Hermes,1,female,53.7,Sunday
0,8,1,51.3,92,DHL,2,female,26.2,Tuesday
0,8,0,65.1,87,DHL,3,male,48.0,Sunday
0,6,0,67.7,76,UPS,3,female,53.3,Friday
0,8,1,49.7,71,Hermes,1,female,47.1,Wednesday
0,6,1,64.9,75,Hermes,3,male,48.8,Wednesday
0,8,2,67.4,72,DHL,2,male,59.5,Sunday
0,7,1,69.7,77,Hermes,1,male,37.5,Tuesday
0,7,0,75.4,77,UPS,3,male,65.4,Monday
0,8,2,61.6,79,Hermes,3,female,73.3,Tuesday
0,8,1,57.8,82,Hermes,2,male,85.6,Wednesday
0,6,1,64.8,89,UPS,3,male,69.2,Monday
0,8,0,53.2,89,Hermes,1,male,62.7,Friday
0,7,0,51.8,84,Hermes,3,male,38.0,Saturday
0,8,1,57.6,53,Hermes,3,female,62.7,Wednesday
0,6,2,66.7,86,DHL,1,female,51.0,Sunday
0,8,0,73.1,73,Hermes,3,male,58.5,Monday
0,5,1,76.3,57,DHL,1,male,52.6,Friday
0,9,4,54.6,59,Hermes,3,male,47.4,Sunday
0,8,1,76.5,93,DHL,1,female,43.2,Friday
0,7,3,72.3,82,UPS,3,male,62.0,Sunday
0,7,0,94.9,86,UPS,3,female,50.1,Saturday
0,7,2,68.8,66,DHL,2,male,69.4,Monday
0,6,0,64.1,66,UPS,3,female,58.5,Thursday
0,9,0,58.5,68,Hermes,1,male,51.6,Wednesday
0,8,2,55.3,70,DHL,2,male,55.5,Sunday
0,7,0,79.8,54,DHL,3,female,52.0,Friday
0,8,0,50.4,76,UPS,1,male,71.4,Monday
0,8,0,70.6,78,Hermes,2,female,50.3,Wednesday
0,7,1,40.6,89,Hermes,3,male,57.7,Tuesday
0,9,2,70.2,79,UPS,1,male,45.7,Wednesday
0,9,2,64.5,79,Hermes,1,male,58.7,Thursday
0,7,2,71.6,62,Hermes,3,male,63.6,Tuesday
0,7,2,74.3,74,DHL,1,female,43.4,Thursday
0,9,0,55.7,87,UPS,2,male,56.5,Thursday
0,8,0,76.6,53,DHL,2,female,46.6,Tuesday
0,7,1,52.0,75,UPS,2,female,56.7,Monday
0,8,0,78.7,57,Hermes,3,female,55.8,Thursday
0,6,1,82.3,39,UPS,3,female,65.5,Friday
0,8,0,47.4,81,DHL,2,female,40.7,Wednesday
0,9,0,56.6,76,DHL,2,female,55.1,Saturday
0,8,1,58.9,72,DHL,1,female,51.7,Monday
0,7,0,73.8,83,DHL,1,male,68.1,Tuesday
0,9,2,73.0,72,Hermes,2,male,50.4,Friday
0,7,1,81.4,83,DHL,2,male,80.5,Friday
0,8,1,55.8,78,Hermes,1,female,62.1,Tuesday
0,7,0,75.9,90,Hermes,3,female,63.9,Tuesday
0,9,1,82.2,64,Hermes,2,male,69.5,Monday
0,9,0,62.4,77,UPS,3,female,71.0,Wednesday
0,6,1,56.0,83,Hermes,2,male,59.9,Tuesday
0,8,1,46.0,91,DHL,2,female,57.0,Thursday
